"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath"
"Protein structure for FKBP3_HUMAN","AlphaFold2 predicted protein structure for FKBP3_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/FKBP3_HUMAN.pdb"
"Protein structure for GAL4_YEAST","AlphaFold2 predicted protein structure for GAL4_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GAL4_YEAST.pdb"
"Protein structure for GCN4_YEAST","AlphaFold2 predicted protein structure for GCN4_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GCN4_YEAST.pdb"
"Protein structure for GDIA_HUMAN","AlphaFold2 predicted protein structure for GDIA_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GDIA_HUMAN.pdb"
"Protein structure for GFP_AEQVI","AlphaFold2 predicted protein structure for GFP_AEQVI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GFP_AEQVI.pdb"
"Protein structure for GLPA_HUMAN","AlphaFold2 predicted protein structure for GLPA_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GLPA_HUMAN.pdb"
"Protein structure for GRB2_HUMAN","AlphaFold2 predicted protein structure for GRB2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/GRB2_HUMAN.pdb"
"Protein structure for HCP_LAMBD","AlphaFold2 predicted protein structure for HCP_LAMBD from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HCP_LAMBD.pdb"
"Protein structure for HECD1_HUMAN","AlphaFold2 predicted protein structure for HECD1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HECD1_HUMAN.pdb"
"Protein structure for HEM3_HUMAN","AlphaFold2 predicted protein structure for HEM3_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HEM3_HUMAN.pdb"
"Protein structure for HIS7_YEAST","AlphaFold2 predicted protein structure for HIS7_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HIS7_YEAST.pdb"
"Protein structure for HMDH_HUMAN","AlphaFold2 predicted protein structure for HMDH_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HMDH_HUMAN.pdb"
"Protein structure for HSP82_YEAST","AlphaFold2 predicted protein structure for HSP82_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HSP82_YEAST.pdb"
"Protein structure for HXK4_HUMAN","AlphaFold2 predicted protein structure for HXK4_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/HXK4_HUMAN.pdb"
"Protein structure for I6TAH8_I68A0","AlphaFold2 predicted protein structure for I6TAH8_I68A0 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/I6TAH8_I68A0.pdb"
"Protein structure for IF1_ECOLI","AlphaFold2 predicted protein structure for IF1_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/IF1_ECOLI.pdb"
"Protein structure for ILF3_HUMAN","AlphaFold2 predicted protein structure for ILF3_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/ILF3_HUMAN.pdb"
"Protein structure for ISDH_STAAW","AlphaFold2 predicted protein structure for ISDH_STAAW from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/ISDH_STAAW.pdb"
"Protein structure for KCNE1_HUMAN","AlphaFold2 predicted protein structure for KCNE1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/KCNE1_HUMAN.pdb"
"Protein structure for KCNH2_HUMAN","AlphaFold2 predicted protein structure for KCNH2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/KCNH2_HUMAN.pdb"
"Protein structure for KCNJ2_HUMAN","AlphaFold2 predicted protein structure for KCNJ2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/KCNJ2_HUMAN.pdb"
"Protein structure for KCNJ2_MOUSE","AlphaFold2 predicted protein structure for KCNJ2_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/KCNJ2_MOUSE.pdb"
"Protein structure for KKA2_KLEPN","AlphaFold2 predicted protein structure for KKA2_KLEPN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/KKA2_KLEPN.pdb"
"Protein structure for LGK_LIPST","AlphaFold2 predicted protein structure for LGK_LIPST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/LGK_LIPST.pdb"
"Protein structure for LYAM1_HUMAN","AlphaFold2 predicted protein structure for LYAM1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/LYAM1_HUMAN.pdb"
"Protein structure for MAFG_MOUSE","AlphaFold2 predicted protein structure for MAFG_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MAFG_MOUSE.pdb"
"Protein structure for MBD11_ARATH","AlphaFold2 predicted protein structure for MBD11_ARATH from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MBD11_ARATH.pdb"
"Protein structure for MET_HUMAN","AlphaFold2 predicted protein structure for MET_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MET_HUMAN.pdb"
"Protein structure for MK01_HUMAN","AlphaFold2 predicted protein structure for MK01_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MK01_HUMAN.pdb"
"Protein structure for MLAC_ECOLI","AlphaFold2 predicted protein structure for MLAC_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MLAC_ECOLI.pdb"
"Protein structure for MSH2_HUMAN","AlphaFold2 predicted protein structure for MSH2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MSH2_HUMAN.pdb"
"Protein structure for MTH3_HAEAE","AlphaFold2 predicted protein structure for MTH3_HAEAE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MTH3_HAEAE.pdb"
"Protein structure for MTHR_HUMAN","AlphaFold2 predicted protein structure for MTHR_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MTHR_HUMAN.pdb"
"Protein structure for MYO3_YEAST","AlphaFold2 predicted protein structure for MYO3_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/MYO3_YEAST.pdb"
"Protein structure for NCAP_I34A1","AlphaFold2 predicted protein structure for NCAP_I34A1 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NCAP_I34A1.pdb"
"Protein structure for NKX31_HUMAN","AlphaFold2 predicted protein structure for NKX31_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NKX31_HUMAN.pdb"
"Protein structure for NPC1_HUMAN","AlphaFold2 predicted protein structure for NPC1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NPC1_HUMAN.pdb"
"Protein structure for NRAM_I33A0","AlphaFold2 predicted protein structure for NRAM_I33A0 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NRAM_I33A0.pdb"
"Protein structure for NUD15_HUMAN","AlphaFold2 predicted protein structure for NUD15_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NUD15_HUMAN.pdb"
"Protein structure for NUSA_ECOLI","AlphaFold2 predicted protein structure for NUSA_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NUSA_ECOLI.pdb"
"Protein structure for NUSG_MYCTU","AlphaFold2 predicted protein structure for NUSG_MYCTU from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/NUSG_MYCTU.pdb"
"Protein structure for OBSCN_HUMAN","AlphaFold2 predicted protein structure for OBSCN_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/OBSCN_HUMAN.pdb"
"Protein structure for ODP2_GEOSE","AlphaFold2 predicted protein structure for ODP2_GEOSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/ODP2_GEOSE.pdb"
"Protein structure for OPSD_HUMAN","AlphaFold2 predicted protein structure for OPSD_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/OPSD_HUMAN.pdb"
"Protein structure for OTC_HUMAN","AlphaFold2 predicted protein structure for OTC_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/OTC_HUMAN.pdb"
"Protein structure for OTU7A_HUMAN","AlphaFold2 predicted protein structure for OTU7A_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/OTU7A_HUMAN.pdb"
"Protein structure for OXDA_RHOTO","AlphaFold2 predicted protein structure for OXDA_RHOTO from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/OXDA_RHOTO.pdb"
"Protein structure for P53_HUMAN","AlphaFold2 predicted protein structure for P53_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/P53_HUMAN.pdb"
"Protein structure for P84126_THETH","AlphaFold2 predicted protein structure for P84126_THETH from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/P84126_THETH.pdb"
"Protein structure for PA_I34A1","AlphaFold2 predicted protein structure for PA_I34A1 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PA_I34A1.pdb"
"Protein structure for PABP_YEAST","AlphaFold2 predicted protein structure for PABP_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PABP_YEAST.pdb"
"Protein structure for PAI1_HUMAN","AlphaFold2 predicted protein structure for PAI1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PAI1_HUMAN.pdb"
"Protein structure for PARE_ECOLX","AlphaFold2 predicted protein structure for PARE_ECOLX from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PARE_ECOLX.pdb"
"Protein structure for PHOT_CHLRE","AlphaFold2 predicted protein structure for PHOT_CHLRE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PHOT_CHLRE.pdb"
"Protein structure for PIN1_HUMAN","AlphaFold2 predicted protein structure for PIN1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PIN1_HUMAN.pdb"
"Protein structure for PITX2_HUMAN","AlphaFold2 predicted protein structure for PITX2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PITX2_HUMAN.pdb"
"Protein structure for PKN1_HUMAN","AlphaFold2 predicted protein structure for PKN1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PKN1_HUMAN.pdb"
"Protein structure for POLG_CXB3N","AlphaFold2 predicted protein structure for POLG_CXB3N from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/POLG_CXB3N.pdb"
"Protein structure for POLG_DEN26","AlphaFold2 predicted protein structure for POLG_DEN26 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/POLG_DEN26.pdb"
"Protein structure for POLG_HCVJF","AlphaFold2 predicted protein structure for POLG_HCVJF from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/POLG_HCVJF.pdb"
"Protein structure for POLG_PESV","AlphaFold2 predicted protein structure for POLG_PESV from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/POLG_PESV.pdb"
"Protein structure for PPARG_HUMAN","AlphaFold2 predicted protein structure for PPARG_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PPARG_HUMAN.pdb"
"Protein structure for PPM1D_HUMAN","AlphaFold2 predicted protein structure for PPM1D_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PPM1D_HUMAN.pdb"
"Protein structure for PR40A_HUMAN","AlphaFold2 predicted protein structure for PR40A_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PR40A_HUMAN.pdb"
"Protein structure for PRKN_HUMAN","AlphaFold2 predicted protein structure for PRKN_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PRKN_HUMAN.pdb"
"Protein structure for PSAE_PICP2","AlphaFold2 predicted protein structure for PSAE_PICP2 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PSAE_PICP2.pdb"
"Protein structure for PTEN_HUMAN","AlphaFold2 predicted protein structure for PTEN_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/PTEN_HUMAN.pdb"
"Protein structure for Q2N0S5_9HIV1","AlphaFold2 predicted protein structure for Q2N0S5_9HIV1 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q2N0S5_9HIV1.pdb"
"Protein structure for Q53Z42_HUMAN","AlphaFold2 predicted protein structure for Q53Z42_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q53Z42_HUMAN.pdb"
"Protein structure for Q59976_STRSQ","AlphaFold2 predicted protein structure for Q59976_STRSQ from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q59976_STRSQ.pdb"
"Protein structure for Q6WV12_9MAXI","AlphaFold2 predicted protein structure for Q6WV12_9MAXI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q6WV12_9MAXI.pdb"
"Protein structure for Q837P4_ENTFA","AlphaFold2 predicted protein structure for Q837P4_ENTFA from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q837P4_ENTFA.pdb"
"Protein structure for Q837P5_ENTFA","AlphaFold2 predicted protein structure for Q837P5_ENTFA from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q837P5_ENTFA.pdb"
